match_id,player,Speed in first meter,Acceleration in first meter,Deceleration in last meter,Time to achieve Max Speed,Time needed to move 1 m,Time needed to move 0.5 m
Eastbourne_2025_R32_Bellucci_Halys,BELLUCCI,0.34,3.7,-3.0,1.05,0.6,0.3
Mallorca_2025_Q_Navone_Basavareddy,BASAVAREDDY,0.35,5.0,-1.8,1.1,0.6,0.4
Mallorca_2025_R32_Basavareddy_Medjedovic,BASAVAREDDY,0.34,6.5,-2.8,1.08,0.8,0.5
Mallorca_2025_Q_Kopriva_Quinn,QUINN,0.35,6.6,-3.8,1.07,0.7,0.4
Mallorca_2025_R32_Ugo-carabelli_Quinn,QUINN,0.21,7.1,-3.2,1.94,0.6,0.4
Halle_2025_QF_Cobolli_Zverev,COBOLLI,0.27,4.3,-1.7,1.03,0.6,0.4
Queens_2025_R32_Rinderknech_Shelton,SHELTON,0.36,3.8,-3.2,0.58,0.6,0.4
Mallorca_2025_R16_Quinn_Griekspoor,QUINN,0.19,5.4,-2.0,1.15,0.5,0.3
Mallorca_2025_R32_Etcheverry_Bautista-agut,ETCHEVERRY,0.29,4.2,-2.1,0.93,0.7,0.4
Eastbourne_2025_R32_Fearnley_Cobolli,COBOLLI,0.34,2.7,-2.2,0.86,0.6,0.4
Eastbourne_2025_R32_Brooksby_Comesana,COMESANA,0.06,4.9,-2.3,1.34,0.4,0.2
Eastbourne_2025_R16_Mensik_Opelka,MENSIK,0.37,5.9,-4.6,1.01,0.8,0.4
Mallorca_2025_R16_Shelton_Tien,SHELTON,0.41,4.3,-5.0,0.69,0.7,0.3
Mallorca_2025_R16_Moutet_Altmaier,ALTMAIER,0.35,5.7,-2.4,1.1,0.7,0.4
Mallorca_2025_R32_Fognini_Altmaier,ALTMAIER,0.52,6.3,-3.4,1.07,0.6,0.4
Eastbourne_2025_R16_Evans_Paul,PAUL,0.38,3.9,-2.9,1.14,0.6,0.3
Eastbourne_2025_R16_Harris_Bellucci,BELLUCCI,0.31,5.4,-3.9,1.05,0.6,0.5
Eastbourne_2025_R16_Fritz_Fonseca,FONSECA,0.31,3.7,-3.0,0.83,0.6,0.4
Eastbourne_2025_QF_Mensik_Davidovich-Fokina,MENSIK,0.35,4.9,-2.3,1.32,0.7,0.5
Acapulco_2024_R32_Zverev_Altmaier,ZVEREV,0.39,4.8,-4.6,0.93,0.6,0.3
Acapulco_2025_R16_Zverev_Tien,ZVEREV,0.32,5.4,-3.7,0.95,0.7,0.5
Acapulco_2025_R32_Zverev_Arnaldi,ZVEREV,0.57,4.1,-3.5,0.72,0.7,0.4
Beijing_2023_QF_Zverev_Jarry,ZVEREV,0.37,5.2,-2.6,0.43,0.6,0.3
Beijing_2023_R16_Zverev_Davidovich-Fokina,ZVEREV,0.5,6.2,-5.3,0.92,0.6,0.4
Beijing_2023_R32_Zverev_Schwartzman,ZVEREV,0.48,4.5,-4.3,0.9,0.6,0.3
Beijing_2023_SF_Zverev_Medvedev,ZVEREV,0.42,6.5,-5.1,1.02,0.7,0.4
Buenos_Aires_2025_QF_Zverev_Cerundolo,ZVEREV,0.36,4.5,-3.7,0.93,0.7,0.4
Buenos_Aires_2025_R16_Zverev_Lajovic,ZVEREV,0.38,5.0,-3.9,0.99,0.8,0.5
Chengdu_2023_F_Zverev_Safiullin,ZVEREV,0.42,5.7,-5.7,0.91,0.6,0.3
Chengdu_2023_QF_Zverev_Kecmanovic,ZVEREV,0.42,6.7,-6.8,0.67,0.7,0.3
Chengdu_2023_R16_Zverev_Kotov,ZVEREV,0.68,3.6,-4.9,0.79,0.5,0.3
Chengdu_2023_SF_Zverev_Dimitrov,ZVEREV,0.88,-2.4,-5.0,0.04,0.5,0.2
Cincinnati_2023_QF_Mannarino_Zverev,ZVEREV,0.37,5.1,-4.6,0.89,0.5,0.3
Cincinnati_2023_R16_Zverev_Medvedev,ZVEREV,0.53,6.6,-5.8,0.97,0.7,0.4
Cincinnati_2023_R32_Zverev_Nishioka,ZVEREV,0.49,6.7,-5.1,0.97,0.7,0.4
Cincinnati_2023_R64_Zverev_Dimitrov,ZVEREV,0.44,7.1,-6.6,0.91,0.7,0.4
Cincinnati_2023_SF_Zverev_Djokovic,ZVEREV,0.45,6.6,-5.2,0.93,0.6,0.3
Cincinnati_2024_QF_Zverev_Shelton,ZVEREV,0.5,6.3,-4.7,0.97,0.7,0.4
Cincinnati_2024_R16_Zverev_Carreno-Busta,ZVEREV,0.49,5.1,-4.4,0.81,0.7,0.4
Cincinnati_2024_R32_Zverev_Khachanov,ZVEREV,0.46,6.5,-3.7,0.68,0.5,0.3
Cincinnati_2024_SF_Sinner_Zverev,ZVEREV,0.35,6.4,-4.2,0.85,0.6,0.4
Doha_2023_R16_Zverev_Murray,ZVEREV,0.58,5.2,-4.7,0.87,0.6,0.4
Dubai_2023_QF_Zverev_Sonego,ZVEREV,0.41,5.9,-6.3,1.05,0.6,0.4
Dubai_2023_R16_Zverev_O'Connell,ZVEREV,0.48,6.2,-6.1,0.91,0.6,0.3
Dubai_2023_R32_Zverev_Lehecka,ZVEREV,0.47,5.7,-4.5,0.88,0.6,0.3
Dubai_2023_SF_Zverev_Rublev,ZVEREV,0.51,4.9,-6.7,1.07,0.6,0.3
Halle_2023_QF_Zverev_Jarry,ZVEREV,0.39,5.2,-3.4,1.04,0.5,0.3
Halle_2023_R16_Zverev_Shapovalov,ZVEREV,0.4,5.7,-3.6,1.09,0.6,0.4
Halle_2023_R32_Zverev_Thiem,ZVEREV,0.34,8.7,-5.9,1.1,0.6,0.4
Halle_2023_SF_Bublik_Zverev,ZVEREV,0.51,3.8,-5.0,0.79,0.4,0.2
Halle_2025_QF_Cobolli_Zverev,ZVEREV,0.35,4.0,-4.2,0.72,0.7,0.4
Halle_2025_R16_Sonego_Zverev,ZVEREV,0.42,5.3,-2.8,1.13,0.6,0.4
Halle_2025_R32_Giron_Zverev,ZVEREV,0.43,6.2,-5.0,0.87,0.7,0.4
Halle_2025_SF_Medvedev_Zverev,ZVEREV,0.31,5.3,-3.6,0.89,0.7,0.5
Hamburg_2024_F_Zverev_Fils,ZVEREV,0.33,6.9,-5.5,0.84,0.6,0.3
Hamburg_2024_QF_Zverev_Zhang,ZVEREV,0.32,7.2,-6.5,0.79,0.6,0.4
Hamburg_2024_R16_Zverev_Gaston,ZVEREV,0.42,6.7,-6.1,0.96,0.6,0.4
Hamburg_2024_R32_Zverev_de-Jong,ZVEREV,0.36,6.3,-6.0,0.92,0.6,0.4
Hamburg_2024_SF_Zverev_Martinez,ZVEREV,0.38,6.9,-6.8,0.92,0.5,0.3
Hamburg_2025_R16_Zverev_Muller,ZVEREV,0.29,6.5,-3.1,1.0,0.6,0.4
Hamburg_2025_R32_Zverev_Kovacevic,ZVEREV,0.32,5.5,-3.6,1.09,0.6,0.4
Indian_Wells_2023_R16_Medvedev_Zverev,ZVEREV,0.44,5.3,-5.6,1.03,0.5,0.3
Indian_Wells_2023_R32_Ruusuvuori_Zverev,ZVEREV,0.43,5.5,-4.1,0.88,0.7,0.4
Indian_Wells_2023_R64_Cachin_Zverev,ZVEREV,0.48,8.6,-6.0,1.02,0.7,0.4
Indian_Wells_2024_QF_Zverev_Alcaraz,ZVEREV,0.4,6.1,-4.6,1.08,0.7,0.4
Indian_Wells_2024_R16_Zverev_de-Minaur,ZVEREV,0.41,7.2,-5.1,0.88,0.6,0.4
Indian_Wells_2024_R32_Zverev_Griekspoor,ZVEREV,0.38,7.6,-4.1,1.23,0.6,0.3
Indian_Wells_2024_R64_Zverev_O'Connell,ZVEREV,0.49,5.6,-5.2,1.06,0.5,0.3
Indian_Wells_2025_R64_Zverev_Griekspoor,ZVEREV,0.33,5.0,-3.7,0.97,0.7,0.4
Los_Cabos_2024_QF_Zverev_Kokkinakis,ZVEREV,0.46,6.5,-4.8,1.07,0.6,0.3
Los_Cabos_2024_R16_Zverev_Nishioka,ZVEREV,0.51,6.2,-5.3,0.96,0.7,0.4
Los_Cabos_2024_SF_Zverev_Thompson,ZVEREV,0.51,6.3,-5.0,0.99,0.6,0.3
Madrid_2023_R16_Alcaraz_Zverev,ZVEREV,0.34,5.5,-5.4,0.76,0.6,0.4
Madrid_2023_R32_Grenier_Zverev,ZVEREV,0.5,7.3,-6.0,0.78,0.6,0.3
Madrid_2023_R64_Carballes-Baena_Zverev,ZVEREV,0.29,7.0,-7.6,0.87,0.6,0.4
Madrid_2024_R16_Cerundolo_Zverev,ZVEREV,0.46,6.8,-5.5,1.02,0.6,0.3
Madrid_2024_R32_Shapovalov_Zverev,ZVEREV,0.41,6.4,-5.3,0.97,0.6,0.3
Madrid_2024_R64_Coric_Zverev,ZVEREV,0.37,7.3,-6.0,0.95,0.6,0.3
Madrid_2025_R16_Zverev_Cerundolo,ZVEREV,0.3,4.3,-3.1,0.61,0.9,0.5
Madrid_2025_R32_Zverev_Davidovich-Fokina,ZVEREV,0.32,4.4,-3.2,1.11,0.7,0.4
Madrid_2025_R64_Zverev_Bautista-Agut,ZVEREV,0.22,4.1,-1.9,0.85,0.5,0.4
Miami_2023_R64_Daniel_Zverev,ZVEREV,0.42,6.6,-4.7,0.88,0.7,0.5
Miami_2024_QF_Zverev_Marozsan,ZVEREV,0.45,7.5,-5.0,1.08,0.6,0.4
Miami_2024_R16_Zverev_Khachanov,ZVEREV,0.36,6.3,-3.6,1.02,0.5,0.3
Miami_2024_R32_Zverev_Eubanks,ZVEREV,0.37,8.4,-4.3,1.05,0.6,0.4
Miami_2024_R64_Zverev_Auger-Aliassime,ZVEREV,0.48,6.6,-2.3,1.18,0.7,0.5
Miami_2024_SF_Dimitrov_Zverev,ZVEREV,0.36,6.5,-4.2,1.04,0.6,0.4
Miami_2025_R16_Zverev_Fils,ZVEREV,0.31,4.5,-2.9,0.77,0.8,0.5
Miami_2025_R32_Zverev_Thompson,ZVEREV,0.29,4.8,-2.9,0.93,0.7,0.4
Miami_2025_R64_Zverev_Fearnley,ZVEREV,0.29,5.7,-3.1,0.91,0.7,0.5
Monte_Carlo_2023_R16_Medvedev_Zverev,ZVEREV,0.43,5.2,-4.5,0.98,0.7,0.4
Monte_Carlo_2023_R32_Bautista-Agut_Zverev,ZVEREV,0.43,4.9,-5.6,0.78,0.7,0.4
Monte_Carlo_2023_R64_Bublik_Zverev,ZVEREV,0.54,3.1,-5.7,1.44,0.5,0.3
Monte_Carlo_2024_R16_Zverev_Tsitsipas,ZVEREV,0.39,5.7,-5.9,0.85,0.6,0.3
Monte_Carlo_2024_R32_Zverev_Ofner,ZVEREV,0.43,6.3,-5.7,0.8,0.5,0.3
Monte_Carlo_2025_R32_Zverev_Berrettini,ZVEREV,0.3,5.0,-3.1,1.05,0.7,0.5
Munich_2025_F_Zverev_Shelton,ZVEREV,0.3,5.5,-2.9,1.21,0.6,0.4
Munich_2025_QF_Zverev_Griekspoor,ZVEREV,0.37,4.4,-3.4,0.99,0.6,0.4
Munich_2025_R16_Zverev_Altmaier,ZVEREV,0.33,3.2,-2.0,1.02,0.5,0.3
Munich_2025_R32_Zverev_Muller,ZVEREV,0.26,5.1,-4.1,0.87,0.6,0.4
Munich_2025_SF_Zverev_Marozsan,ZVEREV,0.34,6.3,-3.7,1.19,0.7,0.4
Paris_2023_R16_Tsitsipas_Zverev,ZVEREV,0.41,6.0,-5.0,0.9,0.6,0.3
Paris_2023_R32_Humbert_Zverev,ZVEREV,0.36,7.0,-5.1,0.83,0.6,0.3
Paris_2023_R64_Fucsovics_Zverev,ZVEREV,0.41,6.4,-5.8,0.75,0.6,0.3
Paris_2024_F_Zverev_Humbert,ZVEREV,0.36,6.8,-5.8,0.77,0.6,0.4
Paris_2024_QF_Zverev_Tsitsipas,ZVEREV,0.41,7.5,-6.0,0.91,0.6,0.4
Paris_2024_R16_Zverev_Fils,ZVEREV,0.4,7.3,-4.8,1.03,0.6,0.4
Paris_2024_R32_Zverev_Griekspoor,ZVEREV,0.41,5.9,-6.1,1.02,0.6,0.3
Paris_2024_SF_Rune_Zverev,ZVEREV,0.39,8.3,-3.6,1.16,0.5,0.2
Rio_de_Janeiro_2025_QF_Zverev_Comesana,ZVEREV,0.38,4.4,-2.8,1.08,0.6,0.4
Rio_de_Janeiro_2025_R16_Zverev_Shevchenko,ZVEREV,0.29,5.0,-2.5,1.02,0.7,0.5
Rio_de_Janeiro_2025_R32_Zverev_Bu,ZVEREV,0.28,4.5,-2.6,0.95,0.8,0.5
Rogers_cup_2024_QF_Korda_Zverev,ZVEREV,0.39,7.0,-5.1,0.87,0.6,0.3
Rogers_cup_2024_R16_Rune_Zverev,ZVEREV,0.63,7.3,-4.6,1.09,0.6,0.3
Rogers_cup_2024_R32_Thompson_Zverev,ZVEREV,0.44,6.0,-4.9,0.78,0.6,0.3
Rome_2023_R16_Zverev_Medvedev,ZVEREV,0.52,5.4,-5.3,0.95,0.5,0.3
Rome_2023_R32_Wolf_Zverev,ZVEREV,0.36,6.2,-5.4,0.79,0.6,0.4
Rome_2023_R64_Goffin_Zverev,ZVEREV,0.28,6.7,-5.5,0.81,0.5,0.3
Rome_2024_F_Zverev_Jarry,ZVEREV,0.62,4.7,-7.6,1.18,0.5,0.3
Rome_2024_QF_Zverev_Fritz,ZVEREV,0.29,7.2,-5.2,1.22,0.6,0.4
Rome_2024_R16_Zverev_Borges,ZVEREV,0.43,5.5,-6.4,0.75,0.6,0.3
Rome_2024_R32_Zverev_Darderi,ZVEREV,0.47,7.2,-5.6,0.97,0.7,0.4
Rome_2024_R64_Zverev_Vukic,ZVEREV,0.48,4.8,-6.8,0.87,0.6,0.4
Rome_2024_SF_Tabilo_Zverev,ZVEREV,0.43,6.1,-4.8,0.86,0.6,0.4
Rome_2025_QF_Musetti_Zverev,ZVEREV,0.32,3.7,-3.1,0.78,0.6,0.4
Rome_2025_R16_Fils_Zverev,ZVEREV,0.37,5.2,-4.1,0.96,0.6,0.4
Rome_2025_R32_Gaubas_Zverev,ZVEREV,0.36,4.7,-3.2,0.91,0.7,0.4
Rome_2025_R64_Ugo-Carabelli_Zverev,ZVEREV,0.31,4.5,-4.3,1.07,0.8,0.5
Rotterdam_2023_R16_Griekspoor_Zverev,ZVEREV,0.48,4.5,-5.8,0.9,0.5,0.3
Rotterdam_2023_R32_Kwon_Zverev,ZVEREV,0.42,6.7,-2.9,1.17,0.6,0.3
Shanghai_2023_R64_Safiullin_Zverev,ZVEREV,0.36,3.4,-4.1,1.26,0.4,0.2
Shanghai_2024_R16_Goffin_Zverev,ZVEREV,0.42,5.3,-5.9,0.9,0.5,0.3
Shanghai_2024_R32_Griekspoor_Zverev,ZVEREV,0.44,4.8,-5.0,0.97,0.5,0.3
Shanghai_2024_R64_Bellucci_Zverev,ZVEREV,0.43,4.5,-4.3,0.83,0.7,0.4
Stuttgart_2025_F_Zverev_Fritz,ZVEREV,0.33,5.3,-3.7,1.08,0.8,0.5
Stuttgart_2025_QF_Zverev_Nakashima,ZVEREV,0.16,4.2,-1.1,0.76,0.6,0.4
Stuttgart_2025_R16_Zverev_Moutet,ZVEREV,0.39,5.5,-3.2,1.21,0.7,0.4
Stuttgart_2025_SF_Zverev_Shelton,ZVEREV,0.33,4.6,-2.6,0.76,0.7,0.4
Toronto_2023_R32_Zverev_Davidovich-Fokina,ZVEREV,0.5,5.9,-6.1,0.84,0.7,0.3
Toronto_2023_R64_Zverev_Griekspoor,ZVEREV,0.45,4.7,-6.0,0.89,0.5,0.3
Turin_2023_RR_Alcaraz_Zverev,ZVEREV,0.51,5.6,-6.5,0.82,0.6,0.3
Turin_2023_RR_Medvedev_Zverev,ZVEREV,0.46,6.6,-5.7,0.94,0.5,0.3
Turin_2023_RR_Rublev_Zverev,ZVEREV,0.45,7.2,-6.5,0.82,0.5,0.2
Turin_2024_RR_Zverev_Alcaraz,ZVEREV,0.44,4.5,-4.6,0.99,0.5,0.3
Turin_2024_RR_Zverev_Rublev,ZVEREV,0.5,4.1,-5.1,0.85,0.6,0.3
Turin_2024_RR_Zverev_Ruud,ZVEREV,0.43,5.0,-4.7,0.96,0.6,0.3
Turin_2024_SF_Zverev_Fritz,ZVEREV,0.42,5.9,-3.1,0.92,0.6,0.4
Vienna_2023_QF_Zverev_Rublev,ZVEREV,0.45,6.9,-5.0,1.02,0.6,0.3
Vienna_2023_R16_Zverev_Norrie,ZVEREV,0.54,6.8,-5.0,1.2,0.7,0.4
Vienna_2023_R32_Zverev_Ofner,ZVEREV,0.59,5.9,-4.9,1.03,0.6,0.3
Vienna_2024_QF_Zverev_Musetti,ZVEREV,0.48,4.4,-4.6,0.92,0.6,0.3
Vienna_2024_R16_Zverev_Giron,ZVEREV,0.42,6.8,-4.7,0.88,0.7,0.5
Vienna_2024_R32_Zverev_Schwaerzler,ZVEREV,0.61,4.8,-4.3,0.85,0.6,0.3
Wimbledon_2025_1st_Haddad-Maia_Sramkova,HADDAD MAIA,0.41,5.2,-4.6,1.03,0.6,0.4
Wimbledon_2025_1st_Gaston_Mensik,MENSIK,0.37,6.8,-6.1,0.91,0.5,0.3
Wimbledon_2025_1st_Kvitova_Navarro,NAVARRO,0.25,6.2,-3.2,0.98,0.6,0.4
Wimbledon_2025_1st_Swiatek_Kudermetova,SWIATEK,0.4,6.9,-4.2,1.02,0.5,0.3
Wimbledon_2025_1st_Sinner_Nardi,SINNER,0.47,7.7,-5.2,0.93,0.5,0.4
Wimbledon_2025_R64_Haddad-Maia_Galfi,HADDAD MAIA,0.47,8.3,-7.4,1.06,0.6,0.3
Wimbledon_2025_R32_Sinner_Martinez,SINNER,0.34,5.4,-5.1,0.72,0.6,0.4
Wimbledon_2025_R64_Sinner_Vukic,SINNER,0.57,4.4,-3.1,0.81,0.6,0.4
Wimbledon_2025_R32_Cobolli_Mensik,MENSIK,0.45,5.1,-4.0,0.63,0.5,0.3
Wimbledon_2025_R64_Giron_Mensik,MENSIK,0.35,6.8,-4.9,0.84,0.6,0.4
Wimbledon_2025_R16_Andreeva_Navarro,NAVARRO,0.43,5.7,-4.4,1.24,0.6,0.3
Wimbledon_2025_R32_Krejcikova_Navarro,NAVARRO,0.4,5.8,-4.7,0.99,0.6,0.4
Wimbledon_2025_R64_Kudermetova_Navarro,NAVARRO,0.43,6.6,-4.8,0.89,0.7,0.4
Wimbledon_2025_R16_Swiatek_Tauson,SWIATEK,0.45,3.5,-4.3,0.82,0.6,0.3
Wimbledon_2025_R32_Swiatek_Collins,SWIATEK,0.39,5.5,-4.4,0.95,0.7,0.4
Wimbledon_2025_R64_Swiatek_Mcnally,SWIATEK,0.5,5.6,-3.9,1.07,0.7,0.4
Wimbledon_2025_R16_Sinner_Dimitrov,SINNER,0.31,5.3,-4.1,0.87,0.4,0.3
Wimbledon_2025_R16_Andreeva_Navarro,ANDREEVA,0.4,6.0,-4.9,0.93,0.6,0.3
Wimbledon_2025_QF_Sinner_Shelton,SINNER,0.41,5.0,-3.8,0.92,0.5,0.3
Wimbledon_2025_QF_Sinner_Shelton,SHELTON,0.47,5.3,-5.2,1.01,0.6,0.4
Wimbledon_2025_QF_Swiatek_Samsonova,SWIATEK,0.43,5.1,-4.6,1.1,0.6,0.3
Wimbledon_2025_SF_Bencic_Swiatek,SWIATEK,0.47,6.5,-4.6,0.98,0.6,0.3
Wimbledon_2025_SF_Sinner_Djokovic,SINNER,0.34,6.8,-4.6,1.21,0.5,0.3
Wimbledon_2025_F_Sinner_Alcaraz,SINNER,0.42,5.3,-5.1,0.85,0.5,0.3
Gstaad_2025_R16_Cazaux_Etcheverry,ETCHEVERRY,0.3,5.3,-2.2,0.94,0.6,0.4
Kitzbuhel_2025_R32_Misolic_Etcheverry,ETCHEVERRY,0.38,5.8,-4.2,0.96,0.6,0.4
Washington_2025_R32_Cobolli_Nishioka,COBOLLI,0.18,4.1,-3.6,0.78,0.7,0.4
Washington_2025_R64_Evans_Bergs,BERGS,0.32,5.7,-3.6,0.82,0.8,0.5
Washington_2025_R64_Svajda_Kecmanovic,KECMANOVIC,0.38,4.2,-2.0,0.92,0.8,0.5
Washington_2025_R32_Nakashima_Quinn,QUINN,0.22,5.6,-1.7,1.02,0.6,0.4
Washington_2025_R64_Quinn_O'Connell,QUINN,0.24,3.9,-3.5,0.76,0.7,0.5

Washington_2025_R32_Nakashima_Quinn,NAKASHIMA,0.4,5.8,-3.6,1.11,0.7,0.5
Bastad_2025_Q_Seyboth-wild_Budkov-kjaer,SEYBOTH WILD,0.32,4.2,-3.6,0.72,0.6,0.3
Kitzbuhel_2025_R16_Bautista-agut_Seyboth-wild,SEYBOTH WILD,0.41,4.0,-3.2,1.01,0.6,0.3
Kitzbuhel_2025_R32_Seyboth-wild_Engel,SEYBOTH WILD,0.46,3.8,-2.7,0.86,0.7,0.4
Washington_2025_R64_Quinn_O'Connell,O'CONNELL,0.32,5.4,-2.5,0.94,0.7,0.5
Washington_2025_R64_Arnaldi_Altmaier,ALTMAIER,0.28,3.3,-4.3,1.04,0.6,0.4
Gstaad_2025_Q_Buse_Zahraj,BUSE,0.34,5.6,-5.1,1.19,0.5,0.3
Gstaad_2025_R16_Majchrzak_Buse,BUSE,0.27,6.2,-1.9,1.02,0.7,0.5
Gstaad_2025_R32_Buse_Djere,BUSE,0.33,5.8,-3.5,1.04,0.6,0.4
Gstaad_2025_SF_Cerundolo_Buse,BUSE,0.36,4.4,-3.2,0.95,0.7,0.5
Kitzbuhel_2025_R32_Cazaux_Buse,BUSE,0.39,4.6,-3.2,0.84,0.7,0.5
Bastad_2025_QF_Baez_Darderi,BAEZ,1.09,6.0,-3.5,0.96,0.7,0.4
Bastad_2025_R16_Baez_Budkov-kjaer,BAEZ,0.27,4.9,-3.2,0.91,0.6,0.4
Kitzbuhel_2025_R16_Hanfmann_Baez,BAEZ,0.25,5.5,-3.3,0.77,0.7,0.4
Gstaad_2025_QF_Comesana_Bublik,COMESANA,0.32,1.6,-5.0,0.57,0.3,0.2
Gstaad_2025_R16_Comesana_Carballes-baena,COMESANA,0.38,4.9,-2.0,1.02,0.7,0.5
Gstaad_2025_R32_Comesana_Trungelliti,COMESANA,0.32,6.5,-4.0,0.89,0.7,0.5
Kitzbuhel_2025_R16_Comesana_Cazaux,COMESANA,0.41,6.4,-3.9,0.99,0.8,0.4
Kitzbuhel_2025_R32_Comesana_Boyer,COMESANA,0.13,4.5,-6.8,0.74,0.4,0.3
Washington_2025_R16_Nakashima_Norrie,NAKASHIMA,0.37,4.5,-3.6,0.98,0.8,0.5
Kitzbuhel_2025_QF_Seyboth-wild_Van-de-zandschulp,SEYBOTH WILD,0.25,5.6,-2.2,1.22,0.6,0.5
Washington_2025_R16_Cobolli_Tiafoe,COBOLLI,0.39,5.2,-4.9,0.94,0.5,0.3
Washington_2025_R16_Raducanu_Osaka,OSAKA,0.46,5.3,-5.4,0.9,0.6,0.3
Washington_2025_R32_Osaka_Putintseva,OSAKA,0.55,5.0,-5.7,0.83,0.6,0.4
Washington_2025_R16_Sakkari_Navarro,NAVARRO,0.4,5.4,-5.1,0.9,0.6,0.4
Wimbledon_2025_R32_Nakashima_Sonego,NAKASHIMA,0.46,5.8,-5.0,1.04,0.6,0.3
Washington_2025_QF_de-Minaur_Nakashima,NAKASHIMA,0.28,4.7,-1.9,0.87,0.9,0.6
Rogers_cup_2025_1st_Herbert_Etcheverry,ETCHEVERRY,0.4,6.6,-3.6,1.12,0.7,0.4
Rogers_cup_2025_1st_Nava_Bergs,BERGS,,,,,,
Rogers_cup_2025_1st_Kecmanovic_Halys,KECMANOVIC,0.55,3.6,-3.3,1.03,0.7,0.4
Rogers_cup_2025_Q_Blockx_Ajdukovic,BLOCKX,0.24,6.0,-2.4,1.34,0.5,0.4
Los-Cabos_2025_R16_Altmaier_Schoolkate,ALTMAIER,0.4,3.9,-3.1,0.96,0.6,0.3
Rogers_cup_2025_1st_Watanuki_Altmaier,ALTMAIER,0.02,5.7,-2.3,1.28,0.4,0.2
Rogers_cup_2025_1st_Comesana_Dzumhur,COMESANA,0.24,3.9,-5.4,0.87,0.5,0.3
Rogers_cup_2025_1st_O'Connell_Tseng,O'CONNELL,0.33,7.0,-1.9,1.26,0.7,0.5
Rogers_cup_2025_1st_Blockx_Svrcina,BLOCKX,0.4,5.6,-3.2,1.31,0.7,0.5
Rogers_cup_2025_1st_Quinn_Nishioka,QUINN,0.36,4.4,-2.8,0.88,0.7,0.4
Rogers_cup_2025_1st_Bellucci_Gaston,BELLUCCI,0.42,5.7,-4.1,1.06,0.7,0.4
Acapulco_2025_Q_Bellucci_Diallo,BELLUCCI,0.34,5.6,-3.7,0.9,0.7,0.4
Atlanta_2024_QF_Rinderknech_Bellucci,BELLUCCI,0.36,6.4,-4.8,0.95,0.6,0.4
Atlanta_2024_Q_Walton_Bellucci,BELLUCCI,0.5,6.4,-4.9,0.91,0.7,0.4
Atlanta_2024_Q_Yevseyev_Bellucci,BELLUCCI,0.45,4.2,-5.1,1.36,0.5,0.3
Atlanta_2024_R16_Bellucci_Mannarino,BELLUCCI,0.38,6.3,-5.0,0.86,0.6,0.4
Atlanta_2024_R32_Bellucci_Vukic,BELLUCCI,0.4,7.2,-6.3,1.09,0.6,0.4
Barcelona_2025_Q_Bellucci_Coric,BELLUCCI,0.3,5.1,-3.4,0.82,0.7,0.4
Indian_Wells_2025_Q_Bellucci_Watanuki,BELLUCCI,0.39,4.5,-3.1,0.73,0.7,0.4
Madrid_2025_1st_Dzumhur_Bellucci,BELLUCCI,0.3,4.3,-3.4,0.96,0.8,0.5
Marrakech_2025_QF_Griekspoor_Bellucci,BELLUCCI,0.34,5.2,-3.5,1.02,0.7,0.4
Marrakech_2025_R16_Herbert_Bellucci,BELLUCCI,0.4,4.3,-2.1,0.91,0.7,0.5
Marrakech_2025_R32_Kotov_Bellucci,BELLUCCI,0.36,4.3,-3.1,0.92,0.7,0.5
Miami_2025_1st_Tseng_Bellucci,BELLUCCI,0.4,4.6,-3.4,0.94,0.8,0.5
Monte_Carlo_2025_Q_Marozsan_Bellucci,BELLUCCI,0.37,4.2,-3.1,0.79,0.7,0.5
Monte_Carlo_2025_Q_Norrie_Bellucci,BELLUCCI,0.35,4.1,-3.5,0.86,0.8,0.5
Montpellier_2025_R16_Bellucci_Kovacevic,BELLUCCI,0.4,5.2,-4.4,1.0,0.8,0.5
Montpellier_2025_R32_Bellucci_Pouille,BELLUCCI,0.34,5.0,-3.4,0.85,0.7,0.4
Rome_2025_1st_Bellucci_Martinez,BELLUCCI,0.4,4.3,-3.3,0.87,0.8,0.5
Rotterdam_2025_Q_Bellucci_Boogaard,BELLUCCI,0.37,4.9,-3.5,0.95,0.8,0.5
Rotterdam_2025_Q_Bellucci_Brouwer,BELLUCCI,0.36,5.0,-4.0,0.76,0.8,0.5
Rotterdam_2025_R16_Bellucci_Medvedev,BELLUCCI,0.34,5.2,-3.8,1.08,0.7,0.4
Rotterdam_2025_R32_Bellucci_Rottgering,BELLUCCI,0.3,4.3,-3.3,0.98,0.8,0.5
Rotterdam_2025_SF_de-Minaur_Bellucci,BELLUCCI,0.36,4.4,-3.6,0.76,0.8,0.5
Shanghai_2024_1st_Bellucci_Harris,BELLUCCI,0.39,5.9,-4.7,0.87,0.6,0.4
Shanghai_2024_Q_Bellucci_Karatsev,BELLUCCI,0.61,7.8,-4.7,1.08,0.7,0.4
Shanghai_2024_Q_Bellucci_Shimizu,BELLUCCI,0.46,6.5,-5.2,1.11,0.7,0.4
Tokyo_2024_Q_Bellucci_Hijikata,BELLUCCI,0.46,5.8,-5.8,0.89,0.6,0.3
Tokyo_2024_Q_Muller_Bellucci,BELLUCCI,0.51,6.0,-5.3,0.96,0.6,0.4
Tokyo_2024_R32_Draper_Bellucci,BELLUCCI,0.41,5.4,-5.4,1.01,0.6,0.3
